id,inode,dev,type,op,gp,tp,num_of_links,owner_id,group_id,size,time,name,parentID,abs_path
1954,2858,117,-,6,4,4,1,0,0,4096,1581475848.816289,msi_bus,1835,/sys/devices/pci0000:00/0000:00:04.0/msi_bus
1955,2845,117,-,4,4,4,1,0,0,4096,1581475848.816289,device,1835,/sys/devices/pci0000:00/0000:00:04.0/device
1956,2852,117,-,4,4,4,1,0,0,4096,1581475848.816289,local_cpulist,1835,/sys/devices/pci0000:00/0000:00:04.0/local_cpulist
1957,2860,117,-,6,4,4,1,0,0,4096,1581475848.816289,driver_override,1835,/sys/devices/pci0000:00/0000:00:04.0/driver_override
1958,2859,117,-,6,4,4,1,0,0,4096,1581475848.816289,d3cold_allowed,1835,/sys/devices/pci0000:00/0000:00:04.0/d3cold_allowed
1959,2850,117,-,4,4,4,1,0,0,4096,1581475848.816289,irq,1835,/sys/devices/pci0000:00/0000:00:04.0/irq
1960,2848,117,-,4,4,4,1,0,0,4096,1581475848.816289,revision,1835,/sys/devices/pci0000:00/0000:00:04.0/revision
1961,2855,117,-,4,4,4,1,0,0,4096,1581475848.816289,consistent_dma_mask_bits,1835,/sys/devices/pci0000:00/0000:00:04.0/consistent_dma_mask_bits
1962,14043,117,-,6,4,4,1,0,0,256,1581475848.816289,config,1835,/sys/devices/pci0000:00/0000:00:04.0/config
1963,2861,117,-,4,4,4,1,0,0,4096,1581475848.816289,ari_enabled,1835,/sys/devices/pci0000:00/0000:00:04.0/ari_enabled
1964,2841,117,-,2,2,0,1,0,0,4096,1581475848.816289,remove,1835,/sys/devices/pci0000:00/0000:00:04.0/remove
1965,2856,117,-,6,4,4,1,0,0,4096,1581475848.816289,enable,1835,/sys/devices/pci0000:00/0000:00:04.0/enable
1966,2853,117,-,4,4,4,1,0,0,4096,1581475848.816289,modalias,1835,/sys/devices/pci0000:00/0000:00:04.0/modalias
1967,2846,117,-,4,4,4,1,0,0,4096,1581475848.816289,subsystem_vendor,1835,/sys/devices/pci0000:00/0000:00:04.0/subsystem_vendor
1968,10881,117,d,7,5,5,4,0,0,0,1581475848.790289,host7,1933,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7
1969,10481,117,d,7,5,5,5,0,0,0,1581475848.764289,link8,1933,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8
1970,10460,117,d,7,5,5,2,0,0,0,1581475848.816289,power,1933,/sys/devices/pci0000:00/0000:00:04.0/ata8/power
1971,10466,117,d,7,5,5,3,0,0,0,1581475848.769289,ata_port,1933,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port
1972,10459,117,-,6,4,4,1,0,0,4096,1581475848.816289,uevent,1933,/sys/devices/pci0000:00/0000:00:04.0/ata8/uevent
1973,10885,117,d,7,5,5,2,0,0,0,1581475848.818289,power,1968,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/power
1974,10884,117,l,7,7,7,1,0,0,0,1581475848.818289,subsystem,1968,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/subsystem
1975,10891,117,d,7,5,5,3,0,0,0,1581475848.790289,scsi_host,1968,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host
1976,10882,117,-,6,4,4,1,0,0,4096,1581475848.818289,uevent,1968,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/uevent
1977,10889,117,-,4,4,4,1,0,0,4096,1581475848.818289,runtime_active_time,1973,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/power/runtime_active_time
1978,10886,117,-,4,4,4,1,0,0,4096,1581475848.818289,runtime_status,1973,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/power/runtime_status
1979,10890,117,-,6,4,4,1,0,0,4096,1581475848.818289,autosuspend_delay_ms,1973,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/power/autosuspend_delay_ms
1980,10888,117,-,4,4,4,1,0,0,4096,1581475848.818289,runtime_suspended_time,1973,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/power/runtime_suspended_time
1981,10887,117,-,6,4,4,1,0,0,4096,1581475848.818289,control,1973,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/power/control
1982,10892,117,d,7,5,5,3,0,0,0,1581475848.790289,host7,1975,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7
1983,10914,117,d,7,5,5,2,0,0,0,1581475848.818289,power,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/power
1984,10895,117,l,7,7,7,1,0,0,0,1581475848.818289,device,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/device
1985,10894,117,l,7,7,7,1,0,0,0,1581475848.818289,subsystem,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/subsystem
1986,10893,117,-,6,4,4,1,0,0,4096,1581475848.818289,uevent,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/uevent
1987,10901,117,-,4,4,4,1,0,0,4096,1581475848.818289,can_queue,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/can_queue
1988,10920,117,-,6,4,4,1,0,0,4096,1581475848.818289,link_power_management_policy,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/link_power_management_policy
1989,10905,117,-,4,4,4,1,0,0,4096,1581475848.818289,proc_name,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/proc_name
1990,10911,117,-,4,4,4,1,0,0,4096,1581475848.818289,prot_guard_type,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/prot_guard_type
1991,10897,117,-,4,4,4,1,0,0,4096,1581475848.818289,use_blk_mq,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/use_blk_mq
1992,10903,117,-,4,4,4,1,0,0,4096,1581475848.818289,sg_prot_tablesize,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/sg_prot_tablesize
1993,10928,117,-,4,4,4,1,0,0,4096,1581475848.818289,em_message_supported,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/em_message_supported
1994,10925,117,-,4,4,4,1,0,0,4096,1581475848.818289,ahci_host_version,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/ahci_host_version
1995,10921,117,-,4,4,4,1,0,0,4096,1581475848.818289,em_message_type,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/em_message_type
1996,10904,117,-,4,4,4,1,0,0,4096,1581475848.818289,unchecked_isa_dma,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/unchecked_isa_dma
1997,10910,117,-,4,4,4,1,0,0,4096,1581475848.818289,prot_capabilities,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/prot_capabilities
1998,10900,117,-,4,4,4,1,0,0,4096,1581475848.818289,cmd_per_lun,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/cmd_per_lun
1999,10913,117,-,6,4,4,1,0,0,4096,1581475848.818289,eh_deadline,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/eh_deadline
2000,10899,117,-,4,4,4,1,0,0,4096,1581475848.818289,host_busy,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/host_busy
2001,10926,117,-,4,4,4,1,0,0,4096,1581475848.818289,ahci_port_cmd,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/ahci_port_cmd
2002,10912,117,-,2,0,0,1,0,0,4096,1581475848.818289,host_reset,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/host_reset
2003,10907,117,-,6,4,4,1,0,0,4096,1581475848.818289,state,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/state
2004,10906,117,-,2,0,0,1,0,0,4096,1581475848.818289,scan,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/scan
2005,10909,117,-,6,4,4,1,0,0,4096,1581475848.818289,active_mode,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/active_mode
2006,10927,117,-,6,4,4,1,0,0,4096,1581475848.818289,em_buffer,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/em_buffer
2007,10922,117,-,6,4,4,1,0,0,4096,1581475848.818289,em_message,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/em_message
2008,10898,117,-,4,4,4,1,0,0,4096,1581475848.818289,unique_id,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/unique_id
2009,10902,117,-,4,4,4,1,0,0,4096,1581475848.818289,sg_tablesize,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/sg_tablesize
2010,10908,117,-,6,4,4,1,0,0,4096,1581475848.818289,supported_mode,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/supported_mode
2011,10923,117,-,4,4,4,1,0,0,4096,1581475848.818289,ahci_host_caps,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/ahci_host_caps
2012,10924,117,-,4,4,4,1,0,0,4096,1581475848.818289,ahci_host_cap2,1982,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/ahci_host_cap2
2013,10918,117,-,4,4,4,1,0,0,4096,1581475848.818289,runtime_active_time,1983,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/power/runtime_active_time
2014,10915,117,-,4,4,4,1,0,0,4096,1581475848.818289,runtime_status,1983,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/power/runtime_status
2015,10919,117,-,6,4,4,1,0,0,4096,1581475848.818289,autosuspend_delay_ms,1983,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/power/autosuspend_delay_ms
2016,10917,117,-,4,4,4,1,0,0,4096,1581475848.818289,runtime_suspended_time,1983,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/power/runtime_suspended_time
2017,10916,117,-,6,4,4,1,0,0,4096,1581475848.818289,control,1983,/sys/devices/pci0000:00/0000:00:04.0/ata8/host7/scsi_host/host7/power/control
2018,10489,117,d,7,5,5,3,0,0,0,1581475848.764289,ata_link,1969,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link
2019,10483,117,d,7,5,5,2,0,0,0,1581475848.818289,power,1969,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/power
2020,10504,117,d,7,5,5,4,0,0,0,1581475848.767289,dev8.0,1969,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0
2021,10482,117,-,6,4,4,1,0,0,4096,1581475848.818289,uevent,1969,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/uevent
2022,10490,117,d,7,5,5,3,0,0,0,1581475848.764289,link8,2018,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8
2023,10495,117,d,7,5,5,2,0,0,0,1581475848.818289,power,2022,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/power
2024,10493,117,l,7,7,7,1,0,0,0,1581475848.818289,device,2022,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/device
2025,10492,117,l,7,7,7,1,0,0,0,1581475848.818289,subsystem,2022,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/subsystem
2026,10502,117,-,4,4,4,1,0,0,4096,1581475848.818289,sata_spd_limit,2022,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/sata_spd_limit
2027,10491,117,-,6,4,4,1,0,0,4096,1581475848.818289,uevent,2022,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/uevent
2028,10501,117,-,4,4,4,1,0,0,4096,1581475848.818289,hw_sata_spd_limit,2022,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/hw_sata_spd_limit
2029,10503,117,-,4,4,4,1,0,0,4096,1581475848.818289,sata_spd,2022,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/sata_spd
2030,10499,117,-,4,4,4,1,0,0,4096,1581475848.819289,runtime_active_time,2023,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/power/runtime_active_time
2031,10496,117,-,4,4,4,1,0,0,4096,1581475848.819289,runtime_status,2023,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/power/runtime_status
2032,10500,117,-,6,4,4,1,0,0,4096,1581475848.819289,autosuspend_delay_ms,2023,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/power/autosuspend_delay_ms
2033,10498,117,-,4,4,4,1,0,0,4096,1581475848.819289,runtime_suspended_time,2023,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/power/runtime_suspended_time
2034,10497,117,-,6,4,4,1,0,0,4096,1581475848.819289,control,2023,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/ata_link/link8/power/control
2035,10487,117,-,4,4,4,1,0,0,4096,1581475848.819289,runtime_active_time,2019,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/power/runtime_active_time
2036,10484,117,-,4,4,4,1,0,0,4096,1581475848.819289,runtime_status,2019,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/power/runtime_status
2037,10488,117,-,6,4,4,1,0,0,4096,1581475848.819289,autosuspend_delay_ms,2019,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/power/autosuspend_delay_ms
2038,10486,117,-,4,4,4,1,0,0,4096,1581475848.819289,runtime_suspended_time,2019,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/power/runtime_suspended_time
2039,10485,117,-,6,4,4,1,0,0,4096,1581475848.819289,control,2019,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/power/control
2040,10506,117,d,7,5,5,2,0,0,0,1581475848.819289,power,2020,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/power
2041,10512,117,d,7,5,5,3,0,0,0,1581475848.767289,ata_device,2020,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device
2042,10505,117,-,6,4,4,1,0,0,4096,1581475848.819289,uevent,2020,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/uevent
2043,10510,117,-,4,4,4,1,0,0,4096,1581475848.819289,runtime_active_time,2040,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/power/runtime_active_time
2044,10507,117,-,4,4,4,1,0,0,4096,1581475848.819289,runtime_status,2040,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/power/runtime_status
2045,10511,117,-,6,4,4,1,0,0,4096,1581475848.819289,autosuspend_delay_ms,2040,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/power/autosuspend_delay_ms
2046,10509,117,-,4,4,4,1,0,0,4096,1581475848.819289,runtime_suspended_time,2040,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/power/runtime_suspended_time
2047,10508,117,-,6,4,4,1,0,0,4096,1581475848.819289,control,2040,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/power/control
2048,10513,117,d,7,5,5,3,0,0,0,1581475848.767289,dev8.0,2041,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0
2049,10518,117,d,7,5,5,2,0,0,0,1581475848.820289,power,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/power
2050,10516,117,l,7,7,7,1,0,0,0,1581475848.820289,device,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/device
2051,10515,117,l,7,7,7,1,0,0,0,1581475848.820289,subsystem,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/subsystem
2052,10514,117,-,6,4,4,1,0,0,4096,1581475848.820289,uevent,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/uevent
2053,10531,117,-,4,4,4,1,0,0,4096,1581475848.820289,gscr,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/gscr
2054,10524,117,-,4,4,4,1,0,0,4096,1581475848.820289,class,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/class
2055,10530,117,-,4,4,4,1,0,0,4096,1581475848.820289,id,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/id
2056,10525,117,-,4,4,4,1,0,0,4096,1581475848.820289,pio_mode,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/pio_mode
2057,10527,117,-,4,4,4,1,0,0,4096,1581475848.820289,xfer_mode,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/xfer_mode
2058,10526,117,-,4,4,4,1,0,0,4096,1581475848.820289,dma_mode,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/dma_mode
2059,10529,117,-,4,4,4,1,0,0,4096,1581475848.820289,ering,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/ering
2060,10528,117,-,4,4,4,1,0,0,4096,1581475848.820289,spdn_cnt,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/spdn_cnt
2061,10532,117,-,4,4,4,1,0,0,4096,1581475848.820289,trim,2048,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/trim
2062,10522,117,-,4,4,4,1,0,0,4096,1581475848.820289,runtime_active_time,2049,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/power/runtime_active_time
2063,10519,117,-,4,4,4,1,0,0,4096,1581475848.820289,runtime_status,2049,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/power/runtime_status
2064,10523,117,-,6,4,4,1,0,0,4096,1581475848.820289,autosuspend_delay_ms,2049,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/power/autosuspend_delay_ms
2065,10521,117,-,4,4,4,1,0,0,4096,1581475848.820289,runtime_suspended_time,2049,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/power/runtime_suspended_time
2066,10520,117,-,6,4,4,1,0,0,4096,1581475848.820289,control,2049,/sys/devices/pci0000:00/0000:00:04.0/ata8/link8/dev8.0/ata_device/dev8.0/power/control
2067,10464,117,-,4,4,4,1,0,0,4096,1581475848.820289,runtime_active_time,1970,/sys/devices/pci0000:00/0000:00:04.0/ata8/power/runtime_active_time
2068,10461,117,-,4,4,4,1,0,0,4096,1581475848.820289,runtime_status,1970,/sys/devices/pci0000:00/0000:00:04.0/ata8/power/runtime_status
2069,10465,117,-,6,4,4,1,0,0,4096,1581475848.820289,autosuspend_delay_ms,1970,/sys/devices/pci0000:00/0000:00:04.0/ata8/power/autosuspend_delay_ms
2070,10463,117,-,4,4,4,1,0,0,4096,1581475848.820289,runtime_suspended_time,1970,/sys/devices/pci0000:00/0000:00:04.0/ata8/power/runtime_suspended_time
2071,10462,117,-,6,4,4,1,0,0,4096,1581475848.820289,control,1970,/sys/devices/pci0000:00/0000:00:04.0/ata8/power/control
2072,10467,117,d,7,5,5,3,0,0,0,1581475848.769289,ata8,1971,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8
2073,10472,117,d,7,5,5,2,0,0,0,1581475848.820289,power,2072,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/power
2074,10470,117,l,7,7,7,1,0,0,0,1581475848.820289,device,2072,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/device
2075,10469,117,l,7,7,7,1,0,0,0,1581475848.820289,subsystem,2072,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/subsystem
2076,10468,117,-,6,4,4,1,0,0,4096,1581475848.821289,uevent,2072,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/uevent
2077,10478,117,-,4,4,4,1,0,0,4096,1581475848.821289,nr_pmp_links,2072,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/nr_pmp_links
2078,10479,117,-,4,4,4,1,0,0,4096,1581475848.821289,idle_irq,2072,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/idle_irq
2079,10480,117,-,4,4,4,1,0,0,4096,1581475848.821289,port_no,2072,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/port_no
2080,10476,117,-,4,4,4,1,0,0,4096,1581475848.821289,runtime_active_time,2073,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/power/runtime_active_time
2081,10473,117,-,4,4,4,1,0,0,4096,1581475848.821289,runtime_status,2073,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/power/runtime_status
2082,10477,117,-,6,4,4,1,0,0,4096,1581475848.821289,autosuspend_delay_ms,2073,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/power/autosuspend_delay_ms
2083,10475,117,-,4,4,4,1,0,0,4096,1581475848.821289,runtime_suspended_time,2073,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/power/runtime_suspended_time
2084,10474,117,-,6,4,4,1,0,0,4096,1581475848.821289,control,2073,/sys/devices/pci0000:00/0000:00:04.0/ata8/ata_port/ata8/power/control
2085,2868,117,-,4,4,4,1,0,0,4096,1581475848.821289,runtime_active_time,1934,/sys/devices/pci0000:00/0000:00:04.0/power/runtime_active_time
2086,2865,117,-,4,4,4,1,0,0,4096,1581475848.821289,runtime_status,1934,/sys/devices/pci0000:00/0000:00:04.0/power/runtime_status
2087,2869,117,-,6,4,4,1,0,0,4096,1581475848.821289,autosuspend_delay_ms,1934,/sys/devices/pci0000:00/0000:00:04.0/power/autosuspend_delay_ms
2088,2867,117,-,4,4,4,1,0,0,4096,1581475848.821289,runtime_suspended_time,1934,/sys/devices/pci0000:00/0000:00:04.0/power/runtime_suspended_time
2089,2866,117,-,6,4,4,1,0,0,4096,1581475848.821289,control,1934,/sys/devices/pci0000:00/0000:00:04.0/power/control
2090,10685,117,d,7,5,5,2,0,0,0,1581475848.821289,power,1935,/sys/devices/pci0000:00/0000:00:04.0/ata11/power
2091,10691,117,d,7,5,5,3,0,0,0,1581475848.769289,ata_port,1935,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port
2092,11025,117,d,7,5,5,4,0,0,0,1581475848.790289,host10,1935,/sys/devices/pci0000:00/0000:00:04.0/ata11/host10
2093,10706,117,d,7,5,5,5,0,0,0,1581475848.765289,link11,1935,/sys/devices/pci0000:00/0000:00:04.0/ata11/link11
2094,10684,117,-,6,4,4,1,0,0,4096,1581475848.821289,uevent,1935,/sys/devices/pci0000:00/0000:00:04.0/ata11/uevent
2095,10689,117,-,4,4,4,1,0,0,4096,1581475848.821289,runtime_active_time,2090,/sys/devices/pci0000:00/0000:00:04.0/ata11/power/runtime_active_time
2096,10686,117,-,4,4,4,1,0,0,4096,1581475848.821289,runtime_status,2090,/sys/devices/pci0000:00/0000:00:04.0/ata11/power/runtime_status
2097,10690,117,-,6,4,4,1,0,0,4096,1581475848.821289,autosuspend_delay_ms,2090,/sys/devices/pci0000:00/0000:00:04.0/ata11/power/autosuspend_delay_ms
2098,10688,117,-,4,4,4,1,0,0,4096,1581475848.821289,runtime_suspended_time,2090,/sys/devices/pci0000:00/0000:00:04.0/ata11/power/runtime_suspended_time
2099,10687,117,-,6,4,4,1,0,0,4096,1581475848.821289,control,2090,/sys/devices/pci0000:00/0000:00:04.0/ata11/power/control
2100,10692,117,d,7,5,5,3,0,0,0,1581475848.769289,ata11,2091,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11
2101,10697,117,d,7,5,5,2,0,0,0,1581475848.822289,power,2100,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/power
2102,10695,117,l,7,7,7,1,0,0,0,1581475848.822289,device,2100,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/device
2103,10694,117,l,7,7,7,1,0,0,0,1581475848.822289,subsystem,2100,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/subsystem
2104,10693,117,-,6,4,4,1,0,0,4096,1581475848.822289,uevent,2100,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/uevent
2105,10703,117,-,4,4,4,1,0,0,4096,1581475848.822289,nr_pmp_links,2100,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/nr_pmp_links
2106,10704,117,-,4,4,4,1,0,0,4096,1581475848.822289,idle_irq,2100,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/idle_irq
2107,10705,117,-,4,4,4,1,0,0,4096,1581475848.822289,port_no,2100,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/port_no
2108,10701,117,-,4,4,4,1,0,0,4096,1581475848.822289,runtime_active_time,2101,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/power/runtime_active_time
2109,10698,117,-,4,4,4,1,0,0,4096,1581475848.822289,runtime_status,2101,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/power/runtime_status
2110,10702,117,-,6,4,4,1,0,0,4096,1581475848.822289,autosuspend_delay_ms,2101,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/power/autosuspend_delay_ms
2111,10700,117,-,4,4,4,1,0,0,4096,1581475848.822289,runtime_suspended_time,2101,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/power/runtime_suspended_time
2112,10699,117,-,6,4,4,1,0,0,4096,1581475848.822289,control,2101,/sys/devices/pci0000:00/0000:00:04.0/ata11/ata_port/ata11/power/control
2113,11029,117,d,7,5,5,2,0,0,0,1581475848.822289,power,2092,/sys/devices/pci0000:00/0000:00:04.0/ata11/host10/power
2114,11028,117,l,7,7,7,1,0,0,0,1581475848.822289,subsystem,2092,/sys/devices/pci0000:00/0000:00:04.0/ata11/host10/subsystem
2115,11035,117,d,7,5,5,3,0,0,0,1581475848.790289,scsi_host,2092,/sys/devices/pci0000:00/0000:00:04.0/ata11/host10/scsi_host
2116,11026,117,-,6,4,4,1,0,0,4096,1581475848.822289,uevent,2092,/sys/devices/pci0000:00/0000:00:04.0/ata11/host10/uevent
2117,11033,117,-,4,4,4,1,0,0,4096,1581475848.822289,runtime_active_time,2113,/sys/devices/pci0000:00/0000:00:04.0/ata11/host10/power/runtime_active_time
2118,11030,117,-,4,4,4,1,0,0,4096,1581475848.822289,runtime_status,2113,/sys/devices/pci0000:00/0000:00:04.0/ata11/host10/power/runtime_status
2119,11034,117,-,6,4,4,1,0,0,4096,1581475848.822289,autosuspend_delay_ms,2113,/sys/devices/pci0000:00/0000:00:04.0/ata11/host10/power/autosuspend_delay_ms
2120,11032,117,-,4,4,4,1,0,0,4096,1581475848.822289,runtime_suspended_time,2113,/sys/devices/pci0000:00/0000:00:04.0/ata11/host10/power/runtime_suspended_time
2121,11031,117,-,6,4,4,1,0,0,4096,1581475848.822289,control,2113,/sys/devices/pci0000:00/0000:00:04.0/ata11/host10/power/control
